# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam	/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam	/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam	/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam	/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam	/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam
SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	292	110	222	420	447	520
SAOUHSC_00305	NC_007795.1	320076	320408	+	333	151	39	126	156	215	265
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	354	76	254	362	465	406
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	401	135	284	387	584	533
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	504	170	429	447	758	747
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	3242	3309	2075	8270	3325	8932
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	2807	320	1571	2075	2257	1471
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	499	108	254	425	316	266
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	833	87	378	736	566	404
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	2976	521	1478	5669	1934	2324
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	8069	513	5896	4275	10068	5000
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	4438	45	3108	580	5410	575
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	1510	29	1375	350	2112	401
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	3142	1856	2641	4054	4184	9079
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	844	585	750	1305	839	2476
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1981	1459	2042	2489	2488	4356
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	1237	308	1205	1265	1649	2022
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	227	114	182	691	307	596
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	66	47	81	66	114	70
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	421	1211	340	2937	557	7529
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	154	29	167	233	284	584
SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	447	225	463	319	646	730
SAOUHSC_00327	NC_007795.1	339971	341653	+	1683	767	116	944	489	1341	820
SAOUHSC_00328	NC_007795.1	341746	342402	-	657	1224	876	924	2772	1479	5741
SAOUHSC_00329	NC_007795.1	342464	342688	-	225	556	488	374	1390	720	3468
SAOUHSC_00330	NC_007795.1	342788	343177	-	390	558	222	436	2082	890	5108
SAOUHSC_00331	NC_007795.1	343418	343621	+	204	138	16	166	77	181	155
SAOUHSC_00332	NC_007795.1	343618	344331	+	714	865	74	1066	560	1249	726
SAOUHSC_00333	NC_007795.1	344356	345198	+	843	1789	216	2261	988	2686	1370
SAOUHSC_00334	NC_007795.1	345198	345827	+	630	2291	265	2896	2187	3743	2622
SAOUHSC_00335	NC_007795.1	346194	347327	-	1134	480	99	545	1840	780	2485
SAOUHSC_00336	NC_007795.1	347866	349047	+	1182	7256	3724	5503	11142	7669	10399
SAOUHSC_00337	NC_007795.1	349130	349882	-	753	3470	945	3543	2401	5957	3278
SAOUHSC_00338	NC_007795.1	349925	352153	-	2229	6208	891	6663	4354	10508	8022
SAOUHSC_00339	NC_007795.1	352150	353991	-	1842	2785	783	2900	2679	4435	5263
SAOUHSC_00340	NC_007795.1	353960	355120	-	1161	1373	651	1195	1668	1890	3307
SAOUHSC_00341	NC_007795.1	355117	356220	-	1104	1263	464	1132	2175	1536	4164
SAOUHSC_00342	NC_007795.1	356884	357729	+	846	316	270	292	1133	443	1537
SAOUHSC_00344	NC_007795.1	357886	358767	+	882	1670	463	1840	1468	1924	2324
SAOUHSC_00345	NC_007795.1	358797	359000	+	204	664	61	682	575	675	1176
SAOUHSC_00346	NC_007795.1	359012	360109	+	1098	4500	1231	4688	4356	5079	6512
SAOUHSC_00347	NC_007795.1	360195	360386	-	192	22137	27	29812	1564	41366	833
SAOUHSC_00348	NC_007795.1	360630	360926	+	297	43872	5371	43206	24306	48022	30639
SAOUHSC_00349	NC_007795.1	360947	361450	+	504	73985	20399	76658	38865	80926	47689
SAOUHSC_00350	NC_007795.1	361502	361744	+	243	35712	11696	37219	18290	39055	23072
SAOUHSC_00351	NC_007795.1	362010	362948	-	939	174	43	212	379	242	728
SAOUHSC_00352	NC_007795.1	362987	363298	-	312	85	67	86	139	114	305
SAOUHSC_00353	NC_007795.1	363376	363534	-	159	83	23	79	117	83	239
SAOUHSC_00354	NC_007795.1	363894	364505	+	612	605	112	724	998	1052	1608
SAOUHSC_00355	NC_007795.1	364874	365242	+	369	117	10	141	98	169	258
SAOUHSC_00356	NC_007795.1	365423	365995	+	573	16575	14363	12232	58991	16014	72458
SAOUHSC_00357	NC_007795.1	366133	366396	-	264	2050	304	1758	3493	3077	6016
SAOUHSC_00358	NC_007795.1	366696	366947	+	252	28584	77147	14522	107760	27003	124449
SAOUHSC_A00354	NC_007795.1	366986	367195	-	210	28	1	43	10	45	10
SAOUHSC_00359	NC_007795.1	367373	367954	+	582	612	54	672	332	845	525
SAOUHSC_00360	NC_007795.1	368020	368403	-	384	431	156	357	939	486	1355
SAOUHSC_00362	NC_007795.1	368658	369284	-	627	1385	244	1652	1865	2154	2601
SAOUHSC_00363	NC_007795.1	369357	369650	-	294	105	10	96	433	149	455
SAOUHSC_00364	NC_007795.1	369729	371252	-	1524	77237	10160	60471	32173	88617	55476
SAOUHSC_00365	NC_007795.1	371268	371837	-	570	29385	4195	23411	15609	32927	29039
SAOUHSC_00366	NC_007795.1	372329	373084	+	756	5210	1758	5222	4729	5781	5085
SAOUHSC_00367	NC_007795.1	373165	374553	-	1389	11307	647	14536	1534	16733	1465
SAOUHSC_00368	NC_007795.1	374638	374739	+	102	57	6	51	39	84	46
SAOUHSC_00369	NC_007795.1	375530	376486	-	957	8449	3972	9534	9103	12303	11174
SAOUHSC_00370	NC_007795.1	376604	377266	-	663	3987	1332	2768	9053	4118	14572
SAOUHSC_00371	NC_007795.1	377409	377816	-	408	10618	2818	5994	22617	11127	22015
SAOUHSC_00372	NC_007795.1	378329	378907	+	579	550	320	978	1593	1216	2093
SAOUHSC_00373	NC_007795.1	378907	380175	+	1269	2384	1459	3150	4251	4016	5990
SAOUHSC_00374	NC_007795.1	380213	381679	+	1467	7284	8803	8698	15751	10651	28177
SAOUHSC_00375	NC_007795.1	381704	383245	+	1542	10584	10865	12507	23264	16414	34490
SAOUHSC_00376	NC_007795.1	383358	383894	-	537	545	29	592	352	715	489
SAOUHSC_00377	NC_007795.1	384287	384991	-	705	127	7	153	118	172	127
SAOUHSC_00378	NC_007795.1	385390	385662	-	273	37	1	68	17	64	26
SAOUHSC_00381a	NC_007795.1	385923	386075	-	153	72	2	59	47	98	76
SAOUHSC_00381	NC_007795.1	386599	386958	-	360	277	27	257	256	387	355
SAOUHSC_00382	NC_007795.1	386977	387822	-	846	657	101	550	577	852	788
SAOUHSC_00383	NC_007795.1	388294	388974	+	681	1457	109	1323	783	1723	1153
SAOUHSC_00384	NC_007795.1	389260	389955	+	696	361	46	321	241	541	301
SAOUHSC_00386	NC_007795.1	390246	391316	+	1071	374	46	491	176	570	235
SAOUHSC_00387	NC_007795.1	391435	391572	+	138	4	0	1	1	2	1
SAOUHSC_00389	NC_007795.1	391681	392607	+	927	127	24	121	122	195	146
SAOUHSC_00390	NC_007795.1	392971	393675	+	705	201	4	251	157	411	157
SAOUHSC_00391	NC_007795.1	394121	394816	+	696	232	39	235	152	382	210
SAOUHSC_00392	NC_007795.1	395237	395932	+	696	352	37	466	411	605	465
SAOUHSC_00393	NC_007795.1	396276	396974	+	699	174	14	206	162	358	171
SAOUHSC_00394	NC_007795.1	397354	398052	+	699	163	11	232	147	287	183
SAOUHSC_00395	NC_007795.1	398418	399101	+	684	397	14	575	334	707	492
SAOUHSC_00396	NC_007795.1	399186	399287	-	102	26	0	30	17	54	23
SAOUHSC_00397	NC_007795.1	399449	400921	+	1473	437	661	400	1952	644	1985
SAOUHSC_00398	NC_007795.1	400914	402125	+	1212	247	276	305	685	379	817
SAOUHSC_00399	NC_007795.1	402508	403185	+	678	148	9	105	175	160	215
SAOUHSC_00400	NC_007795.1	403207	404715	+	1509	903	192	727	882	1197	1067
SAOUHSC_00401	NC_007795.1	404819	405127	-	309	5053	308	3315	4406	6659	3337
SAOUHSC_00402	NC_007795.1	405465	406283	+	819	105	24	148	213	163	305
SAOUHSC_00404	NC_007795.1	406302	407087	+	786	217	52	310	278	313	322
SAOUHSC_00405	NC_007795.1	407345	408082	+	738	404	134	607	864	660	1406
SAOUHSC_00406	NC_007795.1	408072	409400	+	1329	1008	301	1304	1791	1645	2011
SAOUHSC_00407	NC_007795.1	409397	409720	+	324	379	64	500	599	592	940
SAOUHSC_00408	NC_007795.1	409739	410053	+	315	425	120	506	620	647	846
SAOUHSC_00409	NC_007795.1	410343	410603	-	261	426	25	768	277	948	456
SAOUHSC_00410	NC_007795.1	410722	411924	+	1203	4679	105	4370	447	6343	656
SAOUHSC_00411	NC_007795.1	412193	412321	+	129	70	2	41	12	75	17
SAOUHSC_00412	NC_007795.1	413512	414996	+	1485	2826	2457	1708	8987	2919	10067
SAOUHSC_00413	NC_007795.1	415009	417714	+	2706	11039	15294	6123	29182	10611	38477
SAOUHSC_00414	NC_007795.1	417876	418238	+	363	2501	1467	1954	7253	3175	8881
SAOUHSC_00415	NC_007795.1	418467	418883	-	417	36	1	55	39	56	42
SAOUHSC_00416	NC_007795.1	418921	419595	+	675	1605	225	1293	1903	2009	2628
SAOUHSC_00417	NC_007795.1	419632	420366	+	735	2773	531	2614	3295	3753	3867
SAOUHSC_00418	NC_007795.1	420544	420657	+	114	69	12	49	33	71	43
SAOUHSC_00420	NC_007795.1	420822	422159	+	1338	4377	2892	4342	11114	7644	16653
SAOUHSC_00421	NC_007795.1	422376	423290	+	915	1964	47	2782	111	3102	152
SAOUHSC_00422	NC_007795.1	423274	424416	+	1143	7465	72	12122	371	13684	373
SAOUHSC_00423	NC_007795.1	424710	425735	+	1026	2155	176	2953	851	3185	1629
SAOUHSC_00424	NC_007795.1	425739	426398	+	660	1136	93	1604	281	1698	559
SAOUHSC_00426	NC_007795.1	426435	427277	+	843	3918	136	5863	922	6800	2391
SAOUHSC_00427	NC_007795.1	427609	428613	+	1005	2373	6595	3169	12707	2619	14445
SAOUHSC_00428	NC_007795.1	428798	429067	-	270	1061	18	1401	1098	1864	774
SAOUHSC_00429	NC_007795.1	429216	429611	+	396	425	156	398	578	499	752
SAOUHSC_00430	NC_007795.1	429601	430086	+	486	1764	936	1817	1775	2499	2289
SAOUHSC_00431	NC_007795.1	430255	431037	-	783	1556	137	2164	712	2638	1334
SAOUHSC_00433	NC_007795.1	431034	432152	-	1119	836	383	1036	938	1394	1793
SAOUHSC_00434	NC_007795.1	432267	433151	-	885	222	37	195	264	309	350
SAOUHSC_00435	NC_007795.1	433332	437831	+	4500	9901	28716	20136	85249	15991	124504
SAOUHSC_00436	NC_007795.1	437849	439312	+	1464	8400	12619	16902	34907	13704	43393
SAOUHSC_T00048	NC_007795.1	439581	439673	+	93	2835	926	3711	2458	4454	1567
SAOUHSC_00437	NC_007795.1	440144	441571	+	1428	14832	1767	8307	6572	8384	7355
SAOUHSC_00438	NC_007795.1	441635	443275	+	1641	4488	357	3141	1158	2966	1515
SAOUHSC_00439	NC_007795.1	443300	444028	+	729	2859	230	2461	907	2420	1021
SAOUHSC_00440	NC_007795.1	444428	444529	+	102	348	16	394	54	436	28
SAOUHSC_00441	NC_007795.1	444667	445191	+	525	954	365	1062	1417	1108	1778
SAOUHSC_00442	NC_007795.1	445284	446957	+	1674	11645	2073	12786	7046	12349	8604
SAOUHSC_00444	NC_007795.1	447047	447364	+	318	5182	3383	5355	4998	5268	7970
SAOUHSC_00445	NC_007795.1	447371	447967	+	597	8003	2642	9341	7454	10149	9564
SAOUHSC_00446	NC_007795.1	448172	448270	+	99	40	4	37	17	47	14
SAOUHSC_R0001	NC_007795.1	448819	450374	+	1556	1386	6258	320	3730	2466	2825
SAOUHSC_R0006	NC_007795.1	450739	453661	+	2923	15406	18947	4073	12511	14166	9209
SAOUHSC_R00011	NC_007795.1	453734	453847	+	114	23	6	14	1	8	0
SAOUHSC_00450	NC_007795.1	454730	456067	+	1338	446	213	375	1231	584	1397
SAOUHSC_00451	NC_007795.1	456069	456686	+	618	519	115	493	885	603	1100
SAOUHSC_00452	NC_007795.1	456714	457043	+	330	5964	2998	4141	9259	5226	13441
SAOUHSC_00454	NC_007795.1	457344	458183	+	840	636	135	624	2319	685	3000
SAOUHSC_00455	NC_007795.1	458184	458987	+	804	1061	340	1273	1048	1495	1617
SAOUHSC_00456	NC_007795.1	459004	459351	+	348	823	95	959	576	1255	594
SAOUHSC_00457	NC_007795.1	459625	460350	+	726	379	59	362	291	422	347
SAOUHSC_00458	NC_007795.1	460343	460591	+	249	155	28	120	108	159	155
SAOUHSC_00459	NC_007795.1	460593	461432	+	840	419	75	350	357	576	383
SAOUHSC_00461	NC_007795.1	461717	463690	+	1974	4980	1810	4712	12022	6616	17638
SAOUHSC_00462	NC_007795.1	463721	464494	+	774	3626	3937	3825	6607	5234	9259
SAOUHSC_00463	NC_007795.1	464661	465197	+	537	317	368	283	1233	350	2546
SAOUHSC_00464	NC_007795.1	465208	466101	+	894	543	944	421	1729	612	2755
SAOUHSC_00465	NC_007795.1	466201	466464	+	264	37003	1568	25544	26268	38496	15726
SAOUHSC_00466	NC_007795.1	466774	467622	+	849	13382	4085	11640	10820	13313	15086
SAOUHSC_00467	NC_007795.1	467636	468460	+	825	15438	2464	14540	14258	16731	18423
SAOUHSC_00468	NC_007795.1	468477	468857	+	381	29289	25930	22061	56474	30405	78622
SAOUHSC_00469	NC_007795.1	468929	469231	+	303	36186	34751	26196	57607	37225	71655
SAOUHSC_00470	NC_007795.1	469421	469552	+	132	25	27	15	19	12	65
SAOUHSC_00471	NC_007795.1	469575	470927	+	1353	14059	10373	11466	17016	13501	17229
SAOUHSC_00472	NC_007795.1	471074	472039	+	966	16523	3744	13631	14473	16203	16500
SAOUHSC_00473	NC_007795.1	472097	472207	-	111	32	0	19	18	57	9
SAOUHSC_00474	NC_007795.1	472189	472842	+	654	196885	14727	236646	37647	232294	32634
SAOUHSC_00475	NC_007795.1	473153	473725	+	573	522	403	415	2093	703	2521
SAOUHSC_00477	NC_007795.1	473725	477231	+	3507	5741	2257	5262	8245	7381	11343
SAOUHSC_00479	NC_007795.1	477221	478747	+	1527	2719	442	2376	3592	3505	4599
SAOUHSC_00480	NC_007795.1	478747	479940	+	1194	4928	1817	4688	6078	6241	8956
SAOUHSC_00481	NC_007795.1	479937	480200	+	264	1556	487	1585	1928	1881	3538
SAOUHSC_00482	NC_007795.1	480218	480610	+	393	2358	639	2821	3300	3776	4946
SAOUHSC_00483	NC_007795.1	480715	481116	+	402	8471	2677	7355	17324	11213	17951
SAOUHSC_00484	NC_007795.1	481296	482591	+	1296	854	517	720	1689	1054	2289
SAOUHSC_00485	NC_007795.1	482596	483135	+	540	1287	463	1018	2249	1376	2861
SAOUHSC_00486	NC_007795.1	483392	485485	+	2094	37517	17623	27028	59664	43462	72122
SAOUHSC_00487	NC_007795.1	485714	486595	+	882	4850	2006	3850	6330	5614	6845
SAOUHSC_00488	NC_007795.1	486774	487706	+	933	15843	10931	16373	17672	20714	27851
SAOUHSC_00489	NC_007795.1	487922	488725	+	804	486	192	498	709	567	924
SAOUHSC_00490	NC_007795.1	488703	489068	+	366	582	62	749	531	761	654
SAOUHSC_00491	NC_007795.1	489065	489541	+	477	4169	486	4779	2905	4582	3285
SAOUHSC_00492	NC_007795.1	489935	490027	+	93	796	80	1556	1066	1205	2075
SAOUHSC_00493	NC_007795.1	490080	491567	+	1488	31005	7641	38157	25482	36358	34477
SAOUHSC_R00016	NC_007795.1	492125	492239	+	115	103	47	68	69	173	24
SAOUHSC_T00059	NC_007795.1	492252	492327	+	76	99	18	45	22	87	15
SAOUHSC_T00053	NC_007795.1	492344	492419	+	76	1669	461	1113	900	1666	274
SAOUHSC_T00035	NC_007795.1	492426	492498	+	73	610	414	437	628	647	280
SAOUHSC_T00021	NC_007795.1	492532	492606	+	75	335	232	308	267	417	120
SAOUHSC_T00030	NC_007795.1	492614	492702	+	89	265	51	97	254	246	24
SAOUHSC_T0004	NC_007795.1	492708	492784	+	77	1623	759	1733	1155	2318	1000
SAOUHSC_T00044	NC_007795.1	492805	492878	+	74	211	224	190	383	284	295
SAOUHSC_T0001	NC_007795.1	492902	492977	+	76	421	346	265	390	749	493
SAOUHSC_R0002	NC_007795.1	493099	494653	+	1555	1423	6734	345	3916	2610	2983
SAOUHSC_R0007	NC_007795.1	495018	497940	+	2923	15698	18008	4351	11780	13865	8755
SAOUHSC_R00012	NC_007795.1	498013	498127	+	115	54	67	26	60	77	9
SAOUHSC_00497	NC_007795.1	498652	500034	-	1383	267	15	228	246	480	359
SAOUHSC_00499	NC_007795.1	500138	501025	+	888	1228	1074	1042	2379	1502	2367
SAOUHSC_00500	NC_007795.1	501029	501589	+	561	1011	280	910	1996	1349	2295
SAOUHSC_00501	NC_007795.1	501797	503011	-	1215	2861	1073	2311	12396	3471	14143
SAOUHSC_00502	NC_007795.1	503169	503630	+	462	9101	87	4619	6545	9028	2273
SAOUHSC_00503	NC_007795.1	503727	504215	+	489	10805	270	5876	5985	10698	2969
SAOUHSC_00504	NC_007795.1	504205	505212	+	1008	25298	232	14213	13519	24573	5855
SAOUHSC_00505	NC_007795.1	505226	507682	+	2457	68964	3490	39170	45344	75630	24485
SAOUHSC_00507	NC_007795.1	508167	509531	+	1365	3924	6633	2582	13457	4336	20546
SAOUHSC_00508	NC_007795.1	509574	510629	+	1056	2437	1486	1948	7344	3002	12462
SAOUHSC_00509	NC_007795.1	511186	512640	+	1455	6911	3688	5291	16354	8057	25039
SAOUHSC_00510	NC_007795.1	513063	513710	+	648	716	1598	438	2259	759	4637
SAOUHSC_00511	NC_007795.1	513694	515094	+	1401	1758	2558	1064	6973	1792	11623
SAOUHSC_00512	NC_007795.1	515087	515491	+	405	589	613	407	2490	641	5282
SAOUHSC_00513	NC_007795.1	515499	516245	+	747	979	2130	588	3821	1065	5866
SAOUHSC_00514	NC_007795.1	516245	516769	+	525	1108	896	707	3969	1224	6703
SAOUHSC_00515	NC_007795.1	516850	517419	+	570	624	247	463	2396	710	3441
SAOUHSC_00516	NC_007795.1	517733	517915	+	183	1450	522	1441	2817	1789	4370
SAOUHSC_00517	NC_007795.1	517928	518476	+	549	4694	2401	3750	6831	5430	8141
SAOUHSC_00518	NC_007795.1	518657	519079	+	423	64360	13481	57310	44843	75012	41843
SAOUHSC_00519	NC_007795.1	519287	519979	+	693	71331	10454	48308	53574	63682	44108
SAOUHSC_00520	NC_007795.1	520251	520751	+	501	71272	8578	57331	59181	72529	94486
SAOUHSC_00521	NC_007795.1	520794	521162	+	369	36159	11698	34768	37409	43856	41845
SAOUHSC_00523	NC_007795.1	521337	521945	+	609	8861	2163	6289	5549	8024	6087
SAOUHSC_00524	NC_007795.1	522160	525711	+	3552	217987	57161	168549	119760	248116	121147
SAOUHSC_00525	NC_007795.1	525875	529471	+	3597	255610	69112	193624	157071	314533	148177
SAOUHSC_00526	NC_007795.1	529608	529862	+	255	19603	1277	13554	12092	20484	7107
SAOUHSC_00527	NC_007795.1	529960	530373	+	414	113180	30039	88447	58414	108172	72099
SAOUHSC_00528	NC_007795.1	530439	530909	+	471	105710	26152	85855	60660	106791	62306
SAOUHSC_00529	NC_007795.1	531032	533113	+	2082	516910	194334	401738	331800	530179	300427
SAOUHSC_00530	NC_007795.1	533330	534514	+	1185	363846	187732	283367	339684	393353	281097
SAOUHSC_00531	NC_007795.1	534796	535971	-	1176	1090	1502	911	3918	1532	5476
SAOUHSC_00532	NC_007795.1	536142	537329	+	1188	5769	3647	4376	16253	6327	24227
SAOUHSC_00533	NC_007795.1	537595	538473	+	879	6499	8448	3455	21160	8236	67029
SAOUHSC_00534	NC_007795.1	538632	540269	+	1638	649	309	544	1308	857	2097
SAOUHSC_00535	NC_007795.1	540483	541448	+	966	21296	842	18408	5087	25042	5402
SAOUHSC_00536	NC_007795.1	541783	542859	+	1077	3855	5101	2641	19402	4047	23949
SAOUHSC_00537	NC_007795.1	542832	543005	+	174	276	169	263	1663	308	2724
SAOUHSC_00538	NC_007795.1	543109	543792	+	684	296	460	260	1843	375	2825
SAOUHSC_00539	NC_007795.1	543908	544570	-	663	703	152	696	964	1016	1258
SAOUHSC_00540	NC_007795.1	544563	545180	-	618	70	25	88	390	97	301
SAOUHSC_00541	NC_007795.1	545247	545717	+	471	129	154	125	464	189	505
SAOUHSC_00542	NC_007795.1	545864	546733	+	870	478	189	612	1438	858	1965
SAOUHSC_00543	NC_007795.1	546754	547320	+	567	777	155	1126	1301	1432	1608
SAOUHSC_A00526	NC_007795.1	547608	547865	-	258	19	0	32	8	45	4
SAOUHSC_00544	NC_007795.1	547751	550738	+	2988	19476	2818	37979	3703	31930	4406
SAOUHSC_00545	NC_007795.1	551105	555154	+	4050	12398	2986	16131	7569	15755	6219
SAOUHSC_00547	NC_007795.1	555273	556745	+	1473	912	223	897	2795	1260	3302
SAOUHSC_00548	NC_007795.1	556869	558359	-	1491	3949	327	4552	3946	5383	4403
SAOUHSC_00549	NC_007795.1	558641	559519	-	879	9024	1023	7062	6976	11106	6832
SAOUHSC_00550	NC_007795.1	559532	560197	-	666	4819	1271	3734	5022	6213	5626
SAOUHSC_00551	NC_007795.1	560211	560573	-	363	2618	585	2132	4022	3318	4874
SAOUHSC_00552	NC_007795.1	560849	561607	+	759	1302	149	843	1715	1381	1916
SAOUHSC_00553	NC_007795.1	561684	562316	+	633	2988	2075	1787	8578	2948	14149
SAOUHSC_00554	NC_007795.1	562318	562866	+	549	3761	8535	2172	10468	3575	16127
SAOUHSC_00555	NC_007795.1	562979	563626	+	648	226	213	195	313	321	293
SAOUHSC_00556	NC_007795.1	564128	565528	+	1401	9471	986	10568	3235	11236	4475
SAOUHSC_00557	NC_007795.1	566072	567448	+	1377	132	15	133	135	208	124
SAOUHSC_00558	NC_007795.1	567450	568589	+	1140	379	340	363	567	483	670
SAOUHSC_00559	NC_007795.1	568564	568929	+	366	45	30	56	86	61	127
SAOUHSC_00560	NC_007795.1	568932	569201	+	270	73	10	86	96	132	119
SAOUHSC_00561	NC_007795.1	569402	569569	-	168	187980	899	176207	48545	233206	19761
SAOUHSC_00562	NC_007795.1	570076	570906	-	831	2359	2222	2455	6119	2820	8826
SAOUHSC_00564	NC_007795.1	571090	571746	+	657	632	227	529	959	691	1176
SAOUHSC_00565	NC_007795.1	571747	572127	+	381	622	224	564	780	694	1231
SAOUHSC_00567	NC_007795.1	572260	572628	+	369	517	206	503	533	693	827
SAOUHSC_00569	NC_007795.1	572749	574233	+	1485	31412	26905	17483	73968	23844	100979
SAOUHSC_00571	NC_007795.1	574375	574827	-	453	444	183	413	859	589	1025
SAOUHSC_00572	NC_007795.1	574840	575490	-	651	595	209	557	1477	758	1787
SAOUHSC_00573	NC_007795.1	576153	576905	-	753	2327	421	1334	4965	2978	5182
SAOUHSC_00574	NC_007795.1	577073	578059	+	987	20647	4606	19745	21086	23720	16702
SAOUHSC_00575	NC_007795.1	578134	578898	+	765	17276	1829	19355	16211	23251	12388
SAOUHSC_00577	NC_007795.1	579485	580405	+	921	4371	502	3967	1919	4695	2302
SAOUHSC_00578	NC_007795.1	580410	581393	+	984	8701	4277	6837	5464	8244	5585
SAOUHSC_00579	NC_007795.1	581406	582482	+	1077	9979	4187	8304	8128	9980	7409
SAOUHSC_00580	NC_007795.1	582659	583000	+	342	4216	137	4753	1117	5515	1466
SAOUHSC_00581	NC_007795.1	583052	584374	-	1323	6010	361	5056	1618	10118	2375
SAOUHSC_00582	NC_007795.1	584361	584777	-	417	1261	28	1035	276	2085	499
SAOUHSC_00583	NC_007795.1	584859	584960	+	102	16	0	28	7	20	3
SAOUHSC_00584	NC_007795.1	585426	586835	+	1410	930	212	816	974	1024	1737
SAOUHSC_00585	NC_007795.1	586908	587465	+	558	22	34	34	66	39	120
SAOUHSC_00586	NC_007795.1	587591	588232	+	642	144	52	145	173	188	227
SAOUHSC_00587	NC_007795.1	588392	588937	+	546	204	55	212	234	304	282
SAOUHSC_00588	NC_007795.1	589012	589641	+	630	158	33	199	180	217	187
SAOUHSC_00589	NC_007795.1	589698	589814	+	117	103	8	146	121	152	190
SAOUHSC_00591	NC_007795.1	589837	590430	+	594	118	22	132	124	157	177
SAOUHSC_00592	NC_007795.1	590589	591230	+	642	176	33	211	218	271	360
SAOUHSC_00593	NC_007795.1	591277	591905	+	629	62	17	112	166	131	227
SAOUHSC_00596	NC_007795.1	592358	592987	+	630	45	12	47	64	56	49
SAOUHSC_00598	NC_007795.1	593183	593752	+	570	89	8	102	94	140	119
SAOUHSC_00599	NC_007795.1	593789	594424	+	636	59	14	106	135	90	183
SAOUHSC_00600	NC_007795.1	594375	594635	+	261	121	16	100	115	174	179
SAOUHSC_00602	NC_007795.1	594659	595285	+	627	94	60	101	138	166	196
SAOUHSC_00603	NC_007795.1	595555	596493	+	939	1144	559	923	1812	1377	2654
SAOUHSC_00604	NC_007795.1	596704	597240	+	537	4881	1375	2253	9899	4403	13618
SAOUHSC_00605	NC_007795.1	597409	597885	+	477	344	90	341	1312	594	2026
SAOUHSC_00606	NC_007795.1	597925	599220	+	1296	2971	963	2464	6106	4439	7842
SAOUHSC_00607	NC_007795.1	599248	599769	+	522	1845	473	1607	3157	2708	3416
SAOUHSC_00608	NC_007795.1	600268	601278	+	1011	3318	16045	2220	56018	3960	81587
SAOUHSC_00609	NC_007795.1	601353	601460	+	108	5	10	5	74	5	38
SAOUHSC_00610	NC_007795.1	601586	601969	+	384	458	71	444	1359	604	2045
SAOUHSC_00611	NC_007795.1	601966	603627	+	1662	2519	466	3130	6313	4125	7609
SAOUHSC_00612	NC_007795.1	604016	604651	+	636	80	25	95	102	132	132
SAOUHSC_00613	NC_007795.1	605090	605917	+	828	917	131	1217	1569	1733	1853
SAOUHSC_00614	NC_007795.1	606065	607015	+	951	379	107	292	1448	454	2413
SAOUHSC_00615	NC_007795.1	607070	607789	+	720	523	216	478	1636	752	2035
